Jahr;Geschlecht;Vorname;Anzahl
2010;W;Abigail;1
2010;M;Abubakr;1
2010;M;Achilles;1
2010;W;Adela;1
2010;M;Aedem;1
2010;M;Afonso;1
2010;M;Ahti;1
2010;W;Ainhoa;1
2010;W;Aiona;1
2010;W;Aisha;2
2010;W;Alima;1
2010;W;Alina;5
2010;W;Allegra;1
2010;W;Anik;1
2010;W;Anila;1
2010;W;Anisa;1
2010;M;Anjay;1
2010;W;Anne;1
2010;W;Antigona;1
2010;M;Aras;1
2010;M;Ardit;1
2010;M;Arhaan;1
2010;M;Ariol;1
2010;W;Astrid;1
2010;M;Ates;1
2010;M;Aurel;2
2010;W;Aurelia;1
2010;W;Ayça;1
2010;M;Baran;1
2010;M;Benzion;1
2010;M;Besjan;1
2010;W;Bianca;1
2010;M;Bojan;1
2010;M;Carl-Leonard;1
2010;W;Chelsea;2
2010;W;Chiara;5
2010;M;Daan;1
2010;W;Dalia;1
2010;W;Damla;1
2010;M;Danyal;1
2010;W;Delia;3
2010;M;Deniz;5
2010;W;Derya;1
2010;W;Diane;1
2010;W;Dikhsha;1
2010;M;Dior;1
2010;M;Domenico;1
2010;W;Dunja;1
2010;W;Eflin;1
2010;W;Ehlaa;1
2010;W;Eleonora;1
2010;M;Eli;1
2010;W;Eliman;1
2010;M;Elio;1
2010;M;Elion;1
2014;M;Bodo;1
2014;M;Boris;1
2014;M;Brandon;1
2014;M;Brody;1
2014;M;Bruno;2
2014;M;Carl;1
2014;W;Catherine;1
2014;M;Cedric;3
2014;W;Célestine;1
2014;M;Chima;1
2014;M;Colin;2
2014;M;Cyrill;2
2014;M;Darius;1
2014;W;Diona;1
2014;W;Dunja;1
2014;W;Eden;1
2014;W;Elcin-Mira;1
2014;W;Eliana;1
2014;W;Eline;1
2014;W;Elisabeth;1
2014;W;Elise;1
2014;W;Ella;8
2014;W;Enass;1
2014;M;Erian;1
2014;W;Eseosa;1
2014;W;Eslem;1
2014;W;Ezgi;1
2014;M;Feim;1
2014;W;Felicia;1
2014;W;Felicitas;1
2014;W;Filippa;1
2011;M;Ewan;1
2011;W;Fabiola;1
2011;W;Fanny;1
2011;M;Fernando;1
2011;M;Finn;2
2011;W;Frida;2
2011;M;Furkan;3
2011;M;Gabriel;4
2011;M;Gaël;2
2011;M;Giancarlo;1
2011;W;Gül;1
2011;W;Gwenaëlle;1
2011;M;Hasan;2
2011;W;Heja;1
2011;W;Hermine;1
2011;M;Ian;2
2011;M;Ibrahim;1
2011;M;Idris;1
2011;M;Ijobed;1
2011;M;Ilia;1
2011;W;Inoa;1
2011;M;Jamal;2
2011;M;Jannis;1
2011;W;Jelena;2
2011;M;Joasch;1
2011;M;Jonas;7
2011;W;Julika;2
2011;W;Juri;1
2011;M;Karim;1
2011;W;Katrina;1
2011;M;Kerim;1
2011;M;Kilian;1
2011;W;Kumsal;1
2011;M;Laia;1
2011;W;Laiba;1
2011;W;Laurence;1
2011;W;Lavin;1
2011;W;Layla;2
2011;M;Leandro;1
2011;M;Levente;1
2011;M;Liam;1
2011;M;Lian;1
2011;M;Lijan;1
2011;W;Lilli;1
2011;W;Lilly;2
2011;W;Linda;1
2011;W;Lola;2
2011;W;Lotte;1
2011;M;Louys;1
2011;M;Lucas;2
2011;M;Lucien;1
2011;M;Luka-James;1
2011;M;Lukas;4
2011;M;Lut;1
2011;M;Mael;2
2011;W;Maia;2
2011;M;Manel;1
2011;W;Marianne;1
2011;W;Matilda;2
2011;W;Mattea;1
2011;M;Maurice;2
2011;W;Maylin;1
2011;W;Melda;1
2011;W;Melissa;4
2011;M;Méril;1
2011;M;Mert;1
2014;M;Filippo;1
2014;M;Fynn;2
2014;M;Gabriel;7
2014;M;Gece;1
2014;M;Gentrit;1
2014;W;Giulia;6
2014;M;Giulian;1
2014;W;Golda;1
2014;M;Hasan;1
2014;W;Hava;1
2014;W;Hely;1
2014;M;Henos;2
2014;M;Henri;1
2014;M;Hissar;1
2014;M;Iason;1
2014;M;Ismael;1
2014;W;Iva;1
2014;W;Ivona;1
2014;W;Ivy;1
2014;W;Izabelly;1
2014;M;Jabbo;1
2014;M;Janush;1
2014;M;Jayden;1
2014;W;Joanne;1
2014;M;Jolan;1
2014;W;Jona;1
2014;M;Jonah;1
2014;M;Jurij;1
2014;M;Kacper;1
2014;M;Kalle;1
2014;W;Kenza;1
2014;M;Kilian;1
2014;W;Laiah;1
2014;W;Leila;1
2014;M;Liam;6
2014;W;Lienne;1
2014;W;Liv;1
2014;M;Lorik;3
2014;W;Lorin;1
2014;M;Lucas;4
2014;W;Luisa;2
2014;W;Maaida;1
2014;W;Maedhbh;1
2014;W;Maëlle;2
2014;W;Mara;3
2011;W;Milena;1
2011;M;Muhamed;1
2011;W;Nayla;2
2011;W;Neha;1
2011;W;Nele;2
2011;W;Nida;1
2011;M;Noah;7
2011;M;Oemer;1
2011;M;Pablo;1
2011;M;Paulo;1
2011;M;Romeo;1
2011;W;Samyee;1
2011;M;Sean;1
2011;W;Sira;1
2011;W;Soléa;1
2011;W;Sophie;9
2011;W;Sumeja;1
2011;W;Sunajla;1
2011;W;Tessa;1
2011;M;Tisan;1
2011;M;Ulysse;1
2011;W;Valja;1
2011;W;Vildan;1
2011;M;Vito;1
2011;W;Yasemin;1
2011;M;Yavuz;1
2011;M;Younes;1
2012;W;Adisa;1
2012;M;Adwin;1
2012;W;Aitana;1
2012;M;Ajan;1
2014;W;Melinda;2
2014;W;Melodi;1
2014;W;Mieke;1
2014;M;Milo;2
2014;M;Mio;2
2014;M;Mirac;1
2014;W;Morgana;1
2014;M;Mouhammed;1
2014;M;Musa;1
2014;M;Nanda;1
2014;W;Narin;1
2014;M;Nathan;1
2014;W;Nea;1
2014;W;Nechome;1
2014;W;Nelly;1
2014;W;Nftalem;1
2014;W;Niamh;1
2014;M;Nico;2
2014;M;Nikola;4
2014;M;Nino;3
2014;W;Nisa;3
2014;M;Njara;1
2014;W;Nova;1
2014;W;Nyla;1
2014;M;Ognjen;1
2014;W;Onwamma;1
2014;W;Peri;1
2014;M;Rakan;1
2014;W;Raya;1
2014;M;Redon;1
2014;M;Remzi;1
2014;W;Risany;1
2014;M;Rithwik;1
2014;M;Riyaan;1
2014;M;Roman;1
2014;W;Ronya;1
2014;W;Sai;1
2014;W;Samantha;2
2014;M;Sami;1
2014;W;Samira;1
2014;W;Sasha;1
2014;M;Schio;1
2014;W;Selena;2
2014;W;Seraphina;1
2014;W;Shayen;1
2014;W;Sherah;1
2014;M;Shivank;1
2014;M;Silas;1
2014;W;Sofija;1
2014;W;Solveig;1
2014;M;Sorin;1
2014;W;Spruha;1
2014;W;Stella;2
2014;W;Sude;1
2014;W;Suna;1
2014;M;Sven;1
2014;W;Taya;1
2014;W;Tayra;1
2014;M;Theodor;3
2014;M;Toomas;1
2014;W;Valerie;1
2014;M;Velasco;1
2014;W;Viola;2
2014;W;Weda;1
2014;M;Wisdom;2
2014;M;Wyatt;1
2014;M;Yahya;1
2014;M;Yanal;1
2014;W;Yara;1
2014;M;Yaromyr;1
2014;M;Younes;2
2012;M;Alberto;1
2012;W;Aleksandra;1
2012;M;Ali;1
2012;W;Alicia;1
2012;M;Alijah;1
2012;W;Alina;5
2012;M;Almir;1
2012;W;Alva;2
2012;M;Alvin;1
2012;W;Amara;1
2012;W;Amira;3
2012;W;Ana;1
2012;W;Andrea;2
2012;M;Andreas;2
2012;W;Anja;1
2012;W;Anne;2
2012;W;Anouk;1
2012;M;Arlind;2
2012;M;Arun;2
2012;W;Ask;1
2012;M;Atua;1
2012;M;August;1
2012;M;Aurélien;1
2012;W;Aveline;1
2012;W;Avery;1
2012;W;Aviva;1
2012;M;Bao-Luan;1
2012;W;Béatrice;1
2012;M;Bekon;1
2012;M;Beram;1
2012;M;Bülent;1
2012;M;Carlos;1
2012;W;Celia;1
2012;W;Chana-Sarah;1
2012;M;Christian;2
2012;W;Ciara;2
2012;W;Claire;2
2012;M;Clay;1
2012;M;Colin;3
2012;W;Darcey;1
2012;W;Dea;1
2012;M;Eden;1
2012;W;Edwina;1
2012;M;Eeshan;1
2012;W;Eliesa;1
2012;W;Elina;4
2012;M;Eljon;1
2012;W;Elle;1
2012;W;Elshaday;1
2012;W;Enya;2
2012;M;Erjon;1
2015;W;Ada;1
2015;M;Adrian;2
2015;M;Aidan;1
2015;M;Alexander;7
2015;W;Alexandra;2
2015;W;Alva;2
2015;M;Anes;1
2015;W;Ariana;1
2015;M;Arijan;2
2015;W;Arwa;1
2015;M;Aurel;3
2015;W;Aurelia;3
2015;W;Ayla;1
2015;W;Azra;2
2015;M;Baran;1
2015;W;Cadi;1
2015;M;Can;2
2015;W;Cemile;1
2015;W;Clara;5
2015;W;Cloé;1
2015;M;Cristian;1
2015;M;Daris;2
2015;M;Deniz;4
2015;W;Despoina;1
2015;W;Edana;1
2015;M;Elan;1
2015;W;Eleni;1
2015;W;Elsa;4
2015;W;Emma;11
2015;M;Endrit;1
2015;M;Erian;1
2015;M;Esra;1
2015;W;Eva;2
2015;M;Felix;3
2015;W;Fides;1
2015;M;Gabriele;2
2015;W;Jaeyla;1
2015;M;James;3
2015;M;Jeremias;1
2015;M;Jeroen;1
2015;M;Jim;1
2015;M;Johann;2
2015;W;Judith;2
2015;W;Juna;3
2015;M;Jurij;1
2015;M;Khalifa;1
2015;M;Kilian;3
2015;M;Konrad;1
2015;W;Kumsal;1
2015;M;Lana;1
2015;W;Léa;1
2015;W;Lea-Noémie;1
2015;W;Leana;1
2015;W;Leila;2
2015;M;Leiss;1
2015;W;Leniya;1
2015;M;Lenny-Maddox;1
2018;M;Rio;1
2018;W;Roana;1
2018;W;Romy;1
2018;M;Ronas;1
2018;M;Samuel;8
2018;W;Sarah;2
2016;W;Avisha;1
2016;M;Ayoub;1
2016;M;Blerjan;1
2016;M;Bryan;1
2016;M;Calvin;1
2019;W;Hanna;4
2019;W;Hifa;1
2019;M;Ivan;1
2019;W;Jael;3
2019;M;Jairo;1
2019;M;Jamie;4
2019;W;Kaja;1
2019;W;Khadija;2
2019;W;Kiana;2
2019;W;Kíana-Kayla;1
2019;M;Kiano;1
2019;M;Kimi;1
2019;W;Lanah;1
2019;W;Lavinia;1
2017;W;Amela;1
2017;W;Amélie;9
2017;W;Anaïs;3
2017;W;Andrea;1
2017;M;Andrej;1
2017;M;Andrin;1
2017;W;Annie;1
2020;M;Teó;1
2013;M;Gajesh;1
2013;M;Gianluca;2
2013;M;Gion;1
2013;M;Giulian;1
2013;M;Giuseppe;1
2013;W;Grace;1
2013;M;Hamsa;1
2013;M;Hannes;3
2013;M;Henry;3
2013;W;Hivi;1
2013;W;Ines;2
2013;W;Irina;1
2013;M;Ismael;1
2013;M;Jaden;2
2013;M;Jan;2
2013;M;Jaroslav;1
2013;M;Jayceon;1
2013;M;Jayden;2
2013;M;Joan;1
2013;M;Joel;5
2013;W;Johanna;7
2013;W;Jola;1
2013;M;Jona;1
2013;M;Jorim;1
2013;M;Joscha;1
2013;M;Josua;1
2013;W;Juliet;1
2013;W;Juna;1
2013;W;Karlie;1
2013;W;Katharina;1
2013;M;Kerem;1
2013;W;Kim;2
2013;M;Konrad;1
2013;M;Krishh;1
2013;W;Léa;1
2013;W;Leila;1
2013;M;Leone;1
2013;M;Levin;6
2013;W;Liah;1
2013;W;Lina;8
2013;W;Linn;1
2013;M;Livio;1
2013;W;Lora;1
2013;M;Lorenzo;3
2013;M;Lou;2
2013;M;Luca;2
2013;W;Lusiana;1
2013;W;Luzia;1
2013;M;Maël;1
2013;W;Maeva;1
2013;W;Magalie;1
2013;W;Magdalena;2
2013;W;Makhina;1
2013;W;Malou;2
2013;W;Malu;1
2013;M;Manos;1
2013;M;Marcelo;1
2013;W;Maria;5
2013;W;Marlen;1
2013;M;Marlin;1
2013;M;Masaki;1
2013;W;Masha;1
2013;M;Mathieu;1
2013;M;Mathis;3
2013;M;Matthias;1
2013;W;Mayra;1
2013;W;Medina;2
2013;W;Melisa;1
2013;W;Meri;1
2013;M;Mert;1
2013;M;Michele;2
2013;W;Milena;1
2013;M;Mirac;2
2013;M;Moë;1
2013;M;Nicklas;1
2013;M;Nicolai;1
2013;W;Nikolina;1
2013;W;Nilsu;1
2013;M;Noah;9
2013;M;Noah-Prince;1
2013;M;Noar;2
2013;W;Noemi;2
2013;W;Noemie;1
2013;W;Nour;1
2013;M;Ognjen;1
2013;M;Patrice;1
2013;W;Phobe;1
2013;W;Raei;1
2013;M;Raoul;1
2013;M;Robin;1
2013;W;Rosalie;1
2013;W;Safina;1
2013;W;Sai;1
2013;M;Saikou;1
2013;W;Samira;1
2013;M;Sammy;1
2013;W;Sanja;1
2013;M;Santino;1
2013;W;Sarainy;1
2013;M;Seán;1
2013;W;Selma;1
2013;W;Shanira;1
2013;M;Shreyansh;1
2013;M;Simone;1
2013;W;Sirin;1
2013;W;Sophia;6
2013;M;Sorusch;1
2013;W;Stella;2
2013;W;Sudenaz;1
2013;W;Sul;1
2013;W;Sulin;1
2013;W;Sultan;1
2013;W;Sumeja;1
2013;M;Sven;1
2013;W;Sveva;1
2013;M;Tamino;1
2013;M;Tarquino;1
2013;M;Thilo;1
2013;M;Tobias;2
2013;M;Toluwani;1
2013;W;Valérie;2
2013;M;Yagiz;1
2013;M;Yannis;2
2013;M;Yassin;1
2013;M;Yel;1
2013;W;Yvaine;1
2013;M;Zachary;1
2013;W;Zahira;1
2013;M;Ziad;1
2013;W;Zoe;1
2014;M;Aaron;4
2014;W;Abygaëlle;1
2014;M;Adway;1
2014;M;Afonso;1
2014;W;Ajlina;1
2014;M;Alan;1
2014;W;Alba;1
2014;M;Alejandro;1
2014;W;Alice;1
2014;W;Alina;5
2014;W;Alma;1
2014;M;Amar;2
2014;W;Amela;1
2014;W;Amira;2
2014;W;Anda;1
2014;M;Andi;1
2014;M;Anduan;1
2014;W;Anelu;1
2014;M;Angel;2
2014;W;Anna-Maria;2
2014;M;Aren;1
2014;W;Arianna;1
2014;W;Ashley;1
2014;M;Augustin;2
2014;M;Aurel;1
2014;W;Aurelia;1
2014;M;Ayaz;2
2014;M;Bajram;1
2014;M;Behzat;1
2014;W;Berfin;1
2014;W;Beyza;1
2014;W;Bianca;1
2014;W;Blake;1
2014;W;Blanca;1
2006;W;Lorjana;1
2006;W;Lucia;2
2006;M;Lux;1
2006;M;Luzius;2
2006;W;Marina;2
2006;M;Marius;1
2006;W;Marlena;1
2006;W;Marlenis;1
2006;M;Mattin;1
2006;M;Maurice;1
2006;W;Meryem;1
2006;W;Mia-Sandé;1
2006;M;Milan;2
2006;W;Milena;4
2006;W;Munevera;1
2006;W;Naomi;3
2006;M;Niklas;2
2006;M;Nikola;2
2006;M;Nils;8
2006;W;Nina;8
2006;M;Noè;1
2006;M;Ahmed;1
2006;M;Akin;1
2006;M;Alek;1
2006;M;Aleksandar;2
2006;M;Alessandro;3
2006;M;Amed;1
2006;M;Amir;1
2006;W;Anaëlle;1
2006;M;Anakin;1
2006;W;Angel;1
2006;W;Annika;3
2006;W;Archshini;1
2006;M;Arno;1
2006;M;Artin;1
2006;W;Aurora;3
2006;W;Azragül;1
2006;W;Bea;1
2006;M;Bharath;1
2006;W;Bigna;1
2006;M;Bilal;2
2006;M;Christoph;1
2006;M;Ciaran;1
2006;W;Corinne;1
2006;M;Cüneyt;1
2006;W;Dafina;1
2006;W;Diellza;1
2006;M;Dion;1
2006;M;Dominic;1
2006;M;Eamon;1
2006;W;Ecrin;1
2006;M;Ege;1
2006;M;Egino;1
2006;M;Elia;1
2006;M;Eliézer;1
2006;W;Elisa;3
2006;W;Ellen;1
2006;M;Emanuel;2
2006;M;Endrin;1
2006;M;Enis;2
2006;M;Ertugrul;1
2006;M;Ervin;1
2006;W;Esra;2
2006;M;Ethan;1
2006;M;Feroz;1
2006;W;Fiamma;1
2006;M;Finnegas;1
2006;M;Florent;1
2006;W;Gabriela;3
2006;M;Garujen;1
2006;M;Gian;4
2006;M;Gian-Leandro;1
2006;W;Gillian;1
2006;M;Glauco;1
2006;M;Görkem;1
2006;M;Gregor;1
2006;M;Henri;1
2006;W;Henriette;1
2006;M;Henry;1
2006;M;Noel;2
2006;M;Norwin;1
2006;W;Nuwar;1
2006;M;Prashanthras;1
2006;M;Quirin;2
2006;W;Rahel;4
2006;W;Rheia;1
2006;M;Robert;1
2006;W;Roisin;1
2006;W;Samantha;2
2006;W;Samira;4
2006;M;Santbir;1
2006;W;Sara;8
2006;M;Seid;1
2006;W;Selma;2
2006;W;Senem;1
2006;M;Sergen;1
2006;W;Sheina;1
2006;W;Shir;1
2006;W;Sila;1
2006;M;Silvan;1
2006;M;Sinan;2
2006;W;Sirkka;1
2006;M;Spencer;1
2006;M;Stevan;1
2006;M;Sukhraj;1
2006;M;Thomas;1
2006;M;Tolga;1
2006;M;Tommy;1
2006;W;Tugba;1
2006;W;Ülkü;1
2006;W;Ümran;1
2006;W;Ushba;1
2006;W;Valentine;1
2006;W;Valerie;1
2006;W;Vera;1
2006;M;Vigan;1
2012;M;Nicolas;5
2012;M;Niel;1
2012;W;Nikoletta;1
2012;W;Noémie;1
2012;M;Noham;1
2012;W;Nora;7
2012;M;Nurettin;1
2012;M;Odin;1
2012;M;Oliver;2
2012;M;Onur;1
2012;M;Orlando;1
2012;M;Osman;1
2012;W;Paulina;1
2012;M;Perit;1
2012;M;Ramiz;1
2012;M;Ramon;1
2012;W;Rebecca;1
2012;M;Riaan;1
2012;M;Romeo;1
2012;W;Ronya;1
2012;M;Rory;1
2012;M;Ruben;2
2012;W;Sabrina;1
2012;W;Samaira;1
2012;W;Saphira;1
2012;M;Schervan;1
2012;M;Sebastian;6
2012;W;Sejalanne;1
2012;M;Semih;1
2012;W;Shanice;1
2012;W;Sherubina;1
2012;W;Shevin;1
2012;W;Sofia;7
2012;W;Solveig;1
2012;M;Stefano;1
2012;W;Su;1
2012;W;Thea;1
2012;W;Theia;1
2012;M;Thomas;1
2012;M;Uros;1
2012;W;Vanja;1
2012;M;Vedran;1
2012;W;Victoria;3
2012;M;Viktor;1
2012;W;Viviane;1
2012;M;Vladislav;1
2012;W;Yaël;1
2012;M;Yoan;1
2012;M;Yusup;1
2012;W;Zahra;1
2012;W;Zairah;1
2012;W;Zana;1
2012;W;Zaria;1
2012;W;Zerda;1
2012;M;Zidane;1
2012;W;Zine;1
2015;W;Wanda;1
2015;M;Yannick;2
2015;W;Yasha;1
2015;M;Younes;1
2015;W;Yuna;1
2015;W;Yve;1
2015;M;Zachary;1
2015;M;Zalan;1
2016;M;Aadvik;1
2016;W;Abir;1
2016;W;Ada;2
2016;M;Aiden;1
2016;W;Aina;1
2016;M;Albert;1
2016;W;Alena;2
2016;W;Alessandra;1
2016;W;Alina;7
2016;W;Alisa;1
2016;M;Alvar;1
2016;W;Améline;1
2016;W;Amina;1
2016;M;Anel;1
2016;M;Anis;1
2016;W;Anne;1
2016;W;Ariam;1
2016;M;Arion;1
2016;W;Ayla;1
2016;W;Ayse;1
2016;M;Bajram;1
2016;M;Benoit;1
2016;M;Berat;1
2016;W;Blerta;1
2016;W;Brikena;1
2016;W;Caterina;1
2016;W;Charlotte;5
2016;W;Chenrui;1
2016;M;Christian;1
2016;W;Clara;4
2016;M;Constantin;1
2016;M;Cristian;1
2016;M;Daamin;1
2016;M;Dario;2
2016;M;Daryan;1
2016;M;David;8
2016;M;Demhat;1
2016;M;Dian;1
2016;M;Dominik;1
2013;W;Aaminah;1
2013;M;Abdelwahab;1
2013;M;Adam;4
2013;W;Aeliya;1
2013;M;Ahmet;1
2013;W;Ajola;1
2013;M;Akira;1
2013;W;Alaina;1
2013;M;Aleksa;1
2013;M;Aleksandar;1
2013;W;Alessandra;1
2013;M;Alex;2
2013;W;Alina;2
2013;W;Alissa;1
2013;W;Alizeh;1
2013;M;Alvar;1
2013;W;Amalia;1
2013;W;Amaya;1
2013;W;Amelia;1
2013;M;Andjelo;1
2013;M;Anteo-Nico;1
2013;M;Anuar;2
2013;M;Ardil;1
2013;M;Arel;1
2013;M;Ari;1
2013;W;Aria;1
2013;W;Arlinda;1
2013;M;Aron;1
2013;M;Arsenije;1
2013;M;Arson;1
2013;M;Arvin;1
2013;M;Aser;1
2013;W;Ashani;1
2013;W;Asia;1
2013;W;Aurela;1
2013;W;Aurora;2
2013;W;Aurrela;1
2013;M;Awar;1
2013;W;Ayla;1
2013;W;Ayleen;1
2013;M;Cayen;1
2013;M;Chindanai;1
2013;M;Cihan;1
2013;W;Coralia;1
2013;W;Damla;1
2013;M;Dario;1
2013;M;Demba;1
2013;M;Djamil;1
2013;M;Eben;1
2013;M;Edin;1
2013;M;Edion;1
2013;M;Elay;1
2016;M;Ea;1
2016;W;Eleyna;1
2016;M;Éliáh;1
2016;W;Elifsu;1
2016;W;Elnata;1
2016;W;Elvan;1
2016;W;Emely;1
2016;W;Esmeralda;1
2016;M;Eugen;1
2016;M;Flynn;1
2016;W;Freya;1
2016;M;Furkan;1
2016;M;Fynn;1
2016;M;Gabriel;5
2016;W;Genna;1
2016;M;Gioele;1
2016;W;Greta;2
2016;W;Gül-Senem;1
2016;W;Hannah;6
2016;W;Hawa;1
2016;M;Heyi;1
2016;M;Isaak;1
2016;M;Itaru;1
2016;W;Janna;1
2016;W;Jara;2
2016;M;Jaro;2
2016;W;Jelscha;1
2016;M;Jona;1
2016;M;Jonah;2
2016;W;Karolina;1
2016;M;Kemal;1
2016;M;Keyaan;1
2016;W;Ksenija;1
2016;M;Laurin;3
2016;W;Lea;4
2016;M;Leandro;2
2016;M;Lenard;2
2016;M;Leonar;1
2013;M;Enes;3
2013;M;Erdem;1
2013;M;Erijon;2
2013;M;Eskil;1
2013;M;Fahd;1
2013;M;Fanuel;1
2013;M;Florent;2
2013;M;Franco;1
2013;M;Gabriel;6
2013;W;Giuliana;1
2013;W;Heja;1
2013;M;Hikmet;1
2013;M;Ibrahim;1
2013;M;Jack;1
2013;M;Janik;1
2013;M;Jaromir;1
2013;M;Jason;3
2013;M;Jonah;1
2013;M;Joona;1
2013;W;June;1
2013;M;Kaspar;1
2013;W;Ksenija;1
2013;W;Laetitia;1
2013;M;Lajos;1
2013;M;Laurin;3
2013;W;Lea;1
2013;W;Leah;2
2013;M;Lean;3
2013;M;Leano;1
2013;M;Lennox;1
2013;M;Lenny;2
2013;M;Leonel;1
2013;W;Léonor;1
2013;W;Leticia;2
2013;M;Lev;1
2013;M;Lio;1
2013;W;Liona;1
2013;M;Lionel;6
2013;W;Lisa;1
2013;W;Lorena;1
2013;M;Loris;4
2013;M;Luan;2
2013;W;Luana;3
2013;W;Luciana;1
2013;W;Lucy;4
2013;M;Luis;6
2013;M;Lysandro;1
2013;W;Madlaina;1
2013;W;Malaika;1
2013;M;Malik;3
2013;W;Margaux;1
2013;W;Mariana;2
2013;W;Marielle;1
2013;W;Marlène;1
2013;M;Maurin;1
2013;M;Mehmet;4
2013;W;Mejra;1
2013;W;Melina;2
2013;M;Menderes;1
2013;W;Mia;2
2013;M;Michal;1
2013;W;Michelle;1
2013;M;Miro;1
2013;M;Nahuel;1
2013;M;Naïm;1
2013;W;Nathalie;2
2013;M;Nathan;2
2013;M;Nayher;1
2013;M;Neal;1
2013;W;Nehir;2
2013;M;Niels;1
2013;W;Niva;1
2013;M;Numa;1
2013;W;Olivia;6
2013;M;Omer;1
2013;M;Parham;1
2013;W;Paula;4
2013;M;Peter;1
2013;M;Philian;2
2013;M;Philipp;1
2013;W;Philippa;1
2013;M;Rajvir;1
2013;M;Rami;2
2013;W;Rayana;1
2013;W;Ricarda;1
2013;W;Rita;1
2013;W;Robin;1
2013;M;Saihaan;1
2013;M;Salvador;1
2013;M;Sam;1
2013;M;Samet;1
2013;M;Sascha;1
2013;W;Scheimaa;1
2013;M;Sebastian;5
2013;W;Serena;1
2013;M;Shaban;1
2013;M;Shabarish;1
2013;W;Shresta;1
2013;M;Sidar;1
2013;M;Soham;1
2013;W;Sophy;1
2013;W;Suela;1
2013;W;Sümeyye;1
2013;W;Tabea;1
2013;M;Tadeo;1
2016;W;Linda;2
2016;M;Lionel;2
2016;W;Liya;2
2016;W;Liza;1
2016;W;Lola;1
2016;M;Loris;1
2016;W;Lucy;3
2016;W;Ludmilla;1
2016;M;Luigi;1
2016;M;Luis;3
2016;M;Lukas;5
2016;M;Lyes;1
2016;W;Madlaina;1
2016;M;Maher;1
2016;W;Malea;1
2016;W;Mandana;1
2016;M;Mane;1
2016;M;Mateo;1
2016;M;Mattis;2
2016;M;Maxime;1
2016;W;Maya;2
2016;W;Melda;1
2016;W;Melina;1
2016;M;Meo;1
2016;W;Meret;1
2016;W;Michela;1
2016;W;Michelle;1
2016;W;Mika;1
2016;W;Murahel;1
2016;M;Mustafa;2
2016;M;Nahuel;1
2016;W;Naomi;1
2016;W;Natalia;3
2016;W;Nayely;1
2016;W;Nea;1
2016;W;Nellie;1
2016;M;Neo;1
2016;M;Nevio;1
2016;M;Nico;1
2016;W;Niki;1
2016;M;Niklas;1
2016;M;Noa;1
2016;M;Noah;16
2016;W;Noé;1
2016;W;Nylah;1
2016;W;Nysha;1
2016;W;Obiana;1
2016;M;Ozan;1
2016;W;Özge;1
2016;M;Pablo;3
2016;W;Palina;1
2016;M;Patrik;3
2016;M;Ray;1
2016;M;Rayan;2
2016;M;Rijon;1
2016;W;Rim;1
2016;M;Rion;1
2016;M;Romeo;1
2016;W;Romy;2
2016;M;Ruben;1
2016;W;Saanvi;2
2016;W;Sabeth;1
2016;W;Saida;1
2013;W;Tawari;1
2013;W;Teuta;1
2013;W;Thea;1
2013;M;Thiago;1
2013;M;Thierry;1
2013;M;Thomas;1
2013;M;Tiago;2
2013;W;Tiffany;1
2013;W;Tilda;1
2013;M;Tim;7
2013;M;Tom;2
2013;W;Una;1
2013;M;Üzeyir-Elias;1
2013;M;Victor;1
2013;W;Viktoria;1
2013;M;Vincent;3
2013;M;Vincenz;1
2013;W;Vivienne;1
2013;M;William;2
2013;M;Yassine;1
2013;W;Yenea;1
2013;W;Yirui;1
2013;M;Yonatan;1
2013;W;Yva;1
2013;W;Zahra;1
2013;M;Zerénd;1
2014;W;Aanya;1
2014;W;Ahana;1
2014;M;Ahmed;1
2014;M;Ahmet;4
2014;W;Aishani;1
2014;M;Ajan;5
2014;M;Aleksandar;1
2014;M;Alessandro;1
2014;M;Alexander;6
2014;M;Alexey;2
2014;M;Ali;2
2014;W;Allie;1
2014;M;Alptug;1
2014;W;Amara;2
2014;W;Ambra;2
2014;W;Amina;4
2014;W;Ana;4
2014;W;Anael;1
2014;M;Anes;1
2014;W;Anida;1
2014;W;Anja;1
2014;W;Anouk;3
2014;M;Anthony;1
2014;M;Arion;3
2014;M;Arjun;1
2014;M;Artun;1
2014;W;Arya;1
2014;W;Asya;2
2014;M;Atharva;1
2014;W;Ava;7
2014;M;Ayan;1
2014;M;Ayden;1
2014;M;Basil;3
2014;M;Ben;3
2014;M;Benart;1
2014;M;Berken;2
2014;M;Blake;1
2014;W;Bogumila;1
2014;W;Christina;1
2014;W;Cleo;1
2014;M;Damian;2
2014;M;Dave;2
2014;M;Dean;1
2014;W;Desiree;1
2014;M;Diamant;1
2014;W;Dila;2
2014;M;Diyar;2
2014;W;Djamila;1
2014;W;Doriana;1
2014;M;Dylan;2
2016;M;Samu;1
2016;M;Samyel;1
2016;M;Sangyu;1
2016;W;Scarlet;1
2016;W;Selma;3
2016;W;Shana;2
2016;W;Shanna;1
2016;W;Siyani;1
2016;W;Swara;1
2016;W;Tesnim;1
2016;M;Theodor;3
2016;M;Théophile;1
2016;W;Theresa;1
2016;M;Thomas;1
2016;M;Tim;5
2016;M;Trim;1
2016;W;Verity;1
2016;M;Viktor;3
2016;W;Viktoria;1
2016;M;Vito;1
2016;W;Viviane;1
2016;W;Viyan;1
